Species	freq	node_id	parent_node_id	Gene symbol	Class	Subclass	n.node	n.node_child	sum	denominator
Streptococcus sp001808705	0.8571428571428571	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	6	0	6	7
Streptococcus mitis_H	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	6	0	6	6
Streptococcus mitis_I	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	6	0	6	6
Streptococcus chosunense	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	6	0	6	6
Streptococcus mitis_H	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	6	0	6	6
Streptococcus mitis_I	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	6	0	6	6
Streptococcus vulneris	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	6	0	6	6
Streptococcus sp900766505	1	tetB(46)	tet	tetB(46)	TETRACYCLINE	TETRACYCLINE	6	0	6	6
Streptococcus mitis_H	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	6	0	6	6
Streptococcus sp001808705	0.8571428571428571	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	6	0	6	7
Streptococcus sp900766505	1	tetA(46)	tet	tetA(46)	TETRACYCLINE	TETRACYCLINE	6	0	6	6
Streptococcus chosunense	1	MFS_efflux	NA	NA	NA	NA	0	6	6	6
Streptococcus mitis_H	1	MFS_efflux	NA	NA	NA	NA	0	6	6	6
Streptococcus mitis_I	1	MFS_efflux	NA	NA	NA	NA	0	6	6	6
Streptococcus vulneris	1	MFS_efflux	NA	NA	NA	NA	0	6	6	6
Streptococcus mitis_H	1	mef_gen	NA	NA	NA	NA	0	6	6	6
Streptococcus sp001808705	0.8571428571428571	mef_gen	NA	NA	NA	NA	0	6	6	7
Streptococcus mitis_H	1	msr	NA	NA	NA	NA	0	6	6	6
Streptococcus sp001808705	0.8571428571428571	msr	NA	NA	NA	NA	0	6	6	7
Streptococcus mitis_BR	1.5	pbp	NA	NA	NA	NA	0	6	6	4
Streptococcus mitis_E	2	pbp	NA	NA	NA	NA	0	6	6	3
Streptococcus mitis_Q	1.5	pbp	NA	NA	NA	NA	0	6	6	4
Streptococcus pneumoniae_A	3	pbp	NA	NA	NA	NA	0	6	6	2
Streptococcus australis	1.5	tet	NA	NA	NA	NA	0	6	6	4
Streptococcus lactarius	2	tet	NA	NA	NA	NA	0	6	6	3
Streptococcus parasanguinis_B	2	tet	NA	NA	NA	NA	0	6	6	3
Streptococcus suis_AB	0.8571428571428571	tet(M-W-O-S)	NA	NA	NA	NA	0	6	6	7
Streptococcus cristatus_C	0.8333333333333334	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	5	0	5	6
Streptococcus mitis_AW	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	5	0	5	5
Streptococcus mitis_AC	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	5	0	5	5
Streptococcus mitis_AW	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	5	0	5	5
Streptococcus mitis_BU	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	5	0	5	5
Streptococcus mitis_O	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	5	0	5	5
Streptococcus parasanguinis_C	1	tetB(46)	tet	tetB(46)	TETRACYCLINE	TETRACYCLINE	5	0	5	5
Streptococcus cristatus_C	0.8333333333333334	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	5	0	5	6
Streptococcus parasanguinis_C	1	tetA(46)	tet	tetA(46)	TETRACYCLINE	TETRACYCLINE	5	0	5	5
Streptococcus mitis_AC	1	MFS_efflux	NA	NA	NA	NA	0	5	5	5
Streptococcus mitis_AW	1	MFS_efflux	NA	NA	NA	NA	0	5	5	5
Streptococcus mitis_BU	1	MFS_efflux	NA	NA	NA	NA	0	5	5	5
Streptococcus mitis_O	1	MFS_efflux	NA	NA	NA	NA	0	5	5	5
Streptococcus cristatus_C	0.8333333333333334	mef_gen	NA	NA	NA	NA	0	5	5	6
Streptococcus cristatus_C	0.8333333333333334	msr	NA	NA	NA	NA	0	5	5	6
Streptococcus mitis_AV	1.6666666666666667	pbp	NA	NA	NA	NA	0	5	5	3
Streptococcus pneumoniae_B	2.5	pbp	NA	NA	NA	NA	0	5	5	2
Streptococcus mitis_BR	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	4	0	4	4
Streptococcus mitis_Q	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	4	0	4	4
Streptococcus pseudopneumoniae_H	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	4	0	4	4
Streptococcus mitis_BN	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	4	0	4	4
Streptococcus mitis_BR	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	4	0	4	4
Streptococcus mitis_Q	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	4	0	4	4
Streptococcus pseudopneumoniae_H	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	4	0	4	4
Streptococcus sp013277515	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	4	0	4	4
Streptococcus suis_S	1	vga(F)	vga	vga(F)	LINCOSAMIDE	LINCOSAMIDE	4	0	4	4
Streptococcus mitis_BN	1	MFS_efflux	NA	NA	NA	NA	0	4	4	4
Streptococcus mitis_BR	1	MFS_efflux	NA	NA	NA	NA	0	4	4	4
Streptococcus mitis_Q	1	MFS_efflux	NA	NA	NA	NA	0	4	4	4
Streptococcus pseudopneumoniae_H	1	MFS_efflux	NA	NA	NA	NA	0	4	4	4
Streptococcus sp013277515	1	MFS_efflux	NA	NA	NA	NA	0	4	4	4
Streptococcus ilei	1.3333333333333333	tet	NA	NA	NA	NA	0	4	4	3
Streptococcus parasanguinis_J	2	tet	NA	NA	NA	NA	0	4	4	2
Streptococcus parasanguinis_M	2	tet	NA	NA	NA	NA	0	4	4	2
Streptococcus parasanguinis_O	2	tet	NA	NA	NA	NA	0	4	4	2
Streptococcus caballi	1	tet(M-W-O-S)	NA	NA	NA	NA	0	4	4	4
Streptococcus suis_S	1	vga	NA	NA	NA	NA	0	4	4	4
Streptococcus mitis_AQ	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	3	0	3	3
Streptococcus mitis_D	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	3	0	3	3
Streptococcus pseudopneumoniae_P	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	3	0	3	3
Streptococcus sp905221545	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	3	0	3	3
Streptococcus mitis_AR	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Streptococcus mitis_AV	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Streptococcus mitis_D	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Streptococcus mitis_E	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Streptococcus mitis_E	1	pbp2x	pbp	pbp2x	BETA-LACTAM	BETA-LACTAM	3	0	3	3
Streptococcus mitis_AD	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus mitis_AQ	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus mitis_AR	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus mitis_AV	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus mitis_BV	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus mitis_D	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus pseudopneumoniae_P	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus sp001650315	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus sp001810785	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus sp905221545	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	3	0	3	3
Streptococcus azizii	1	tet(O)	tet(M-W-O-S)	tet(O)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus lactarius	1	tetB(46)	tet	tetB(46)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus parasanguinis_B	1	tetB(46)	tet	tetB(46)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus mitis_AQ	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	3	0	3	3
Streptococcus mitis_D	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	3	0	3	3
Streptococcus pseudopneumoniae_P	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	3	0	3	3
Streptococcus sp905221545	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	3	0	3	3
Streptococcus entericus	1	erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	3	0	3	3
Streptococcus lactarius	1	tetA(46)	tet	tetA(46)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus parasanguinis_B	1	tetA(46)	tet	tetA(46)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus entericus	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus ilei	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus mitis_D	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus oralis_Y	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus pseudopneumoniae_P	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus sp001650315	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus sp900550895	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus sp905221545	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	3	0	3	3
Streptococcus mitis_AD	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_AQ	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_AR	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_AV	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_BV	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_D	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus pseudopneumoniae_P	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus sp001650315	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus sp001810785	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus sp905221545	1	MFS_efflux	NA	NA	NA	NA	0	3	3	3
Streptococcus pluranimalium	1	ant(6)	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_AR	1	catA	NA	NA	NA	NA	0	3	3	3
Streptococcus entericus	1	erm-23S_rRNA	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_AQ	1	mef_gen	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_D	1	mef_gen	NA	NA	NA	NA	0	3	3	3
Streptococcus pseudopneumoniae_P	1	mef_gen	NA	NA	NA	NA	0	3	3	3
Streptococcus sp905221545	1	mef_gen	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_AQ	1	msr	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_D	1	msr	NA	NA	NA	NA	0	3	3	3
Streptococcus pseudopneumoniae_P	1	msr	NA	NA	NA	NA	0	3	3	3
Streptococcus sp905221545	1	msr	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_AR	1	pbp	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_BK	1.5	pbp	NA	NA	NA	NA	0	3	3	2
Streptococcus mitis_D	1	pbp	NA	NA	NA	NA	0	3	3	3
Streptococcus azizii	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus entericus	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus ilei	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus mitis_D	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus oralis_Y	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus pseudopneumoniae_P	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus sp001650315	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus sp900550895	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus sp905221545	1	tet(M-W-O-S)	NA	NA	NA	NA	0	3	3	3
Streptococcus plurextorum	1	ant(6)-Ia	ant(6)	ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	2	0	2	2
Streptococcus plurextorum	1	catA9	catA	catA	PHENICOL	CHLORAMPHENICOL	2	0	2	2
Streptococcus infantis_J	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus mitis_AP	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus mitis_BK	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus mitis_P	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus parasanguinis_J	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus pseudopneumoniae_D	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus sp000187445	1	msr(D)	msr	msr(D)	MACROLIDE/STREPTOGRAMIN	AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus pneumoniae_A	1	pbp1a	pbp	pbp1a	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Streptococcus mitis_BK	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Streptococcus pneumoniae_A	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Streptococcus pneumoniae_B	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Streptococcus pseudopneumoniae_D	1	pbp2b	pbp	pbp2b	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Streptococcus pneumoniae_A	1	pbp2x	pbp	pbp2x	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Streptococcus pneumoniae_B	1	pbp2x	pbp	pbp2x	BETA-LACTAM	BETA-LACTAM	2	0	2	2
Streptococcus mitis_AH	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus mitis_AI	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus mitis_AP	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus mitis_BD	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus mitis_BI	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus mitis_BK	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus mitis_BW	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus mitis_P	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus pneumoniae_A	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus pneumoniae_B	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus pseudopneumoniae_D	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus pseudopneumoniae_G	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus sp019414905	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus sp905221065	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus sp905221085	1	pmrA	MFS_efflux	pmrA	QUINOLONE	QUINOLONE	2	0	2	2
Streptococcus plurextorum	1	spw	ant(9)	spw	AMINOGLYCOSIDE	AMINOGLYCOSIDE	2	0	2	2
Streptococcus plurextorum	1	tet(O/W/32/O)	tet(M-W-O-S)	tet(O/W/32/O)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus bovimastitidis	1	thfT	AMR	thfT	SULFONAMIDE	SULFONAMIDE	2	0	2	2
Streptococcus parasanguinis_J	1	tetB(46)	tet	tetB(46)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus parasanguinis_M	1	tetB(46)	tet	tetB(46)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus parasanguinis_O	1	tetB(46)	tet	tetB(46)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus infantis_J	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2	0	2	2
Streptococcus mitis_AP	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2	0	2	2
Streptococcus mitis_BK	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2	0	2	2
Streptococcus mitis_P	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2	0	2	2
Streptococcus parasanguinis_J	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2	0	2	2
Streptococcus pseudopneumoniae_D	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2	0	2	2
Streptococcus sp000187445	1	mef(A)	mef_gen	mef(A)	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN	2	0	2	2
Streptococcus plurextorum	1	erm(B)	erm-23S_rRNA	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B	2	0	2	2
Streptococcus plurextorum	1	bleO	sequest	bleO	BLEOMYCIN	BLEOMYCIN	2	0	2	2
Streptococcus parasanguinis_J	1	tetA(46)	tet	tetA(46)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus parasanguinis_M	1	tetA(46)	tet	tetA(46)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus parasanguinis_O	1	tetA(46)	tet	tetA(46)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus mitis_AP	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus oralis_BF	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus pneumoniae_B	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus pseudopneumoniae_D	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus thoraltensis	1	tet(M)	tet(M-W-O-S)	tet(M)	TETRACYCLINE	TETRACYCLINE	2	0	2	2
Streptococcus plurextorum	1	vga(F)	vga	vga(F)	LINCOSAMIDE	LINCOSAMIDE	2	0	2	2
Streptococcus bovimastitidis	1	AMR	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_AH	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_AI	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_AP	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_BD	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_BI	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_BK	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_BW	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_P	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus pneumoniae_A	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus pneumoniae_B	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus pseudopneumoniae_D	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus pseudopneumoniae_G	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus sp019414905	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus sp905221065	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Streptococcus sp905221085	1	MFS_efflux	NA	NA	NA	NA	0	2	2	2
Pseudomonas aeruginosa;Streptococcus alactolyticus	2	RND-peri	NA	NA	NA	NA	0	2	2	1
Streptococcus parasuis;Streptococcus suis_AB	2	ant(6)	NA	NA	NA	NA	0	2	2	1
Streptococcus plurextorum	1	ant(6)	NA	NA	NA	NA	0	2	2	2
Streptococcus parasuis;Streptococcus suis_AB	2	ant(9)	NA	NA	NA	NA	0	2	2	1
Streptococcus plurextorum	1	ant(9)	NA	NA	NA	NA	0	2	2	2
Streptococcus plurextorum	1	catA	NA	NA	NA	NA	0	2	2	2
Streptococcus plurextorum	1	erm-23S_rRNA	NA	NA	NA	NA	0	2	2	2
Streptococcus infantis_J	1	mef_gen	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_AP	1	mef_gen	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_BK	1	mef_gen	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_P	1	mef_gen	NA	NA	NA	NA	0	2	2	2
Streptococcus parasanguinis_J	1	mef_gen	NA	NA	NA	NA	0	2	2	2
Streptococcus pseudopneumoniae_D	1	mef_gen	NA	NA	NA	NA	0	2	2	2
Streptococcus sp000187445	1	mef_gen	NA	NA	NA	NA	0	2	2	2
Streptococcus infantis_J	1	msr	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_AP	1	msr	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_BK	1	msr	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_P	1	msr	NA	NA	NA	NA	0	2	2	2
Streptococcus parasanguinis_J	1	msr	NA	NA	NA	NA	0	2	2	2
Streptococcus pseudopneumoniae_D	1	msr	NA	NA	NA	NA	0	2	2	2
Streptococcus sp000187445	1	msr	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_F	2	pbp	NA	NA	NA	NA	0	2	2	1
Streptococcus pseudopneumoniae_D	1	pbp	NA	NA	NA	NA	0	2	2	2
Streptococcus plurextorum	1	sequest	NA	NA	NA	NA	0	2	2	2
Streptococcus australis_C	1	tet	NA	NA	NA	NA	0	2	2	2
Streptococcus australis_D	1	tet	NA	NA	NA	NA	0	2	2	2
Streptococcus parasanguinis_A	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus parasanguinis_H	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus sp001813295	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus sp001813675	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus sp008727815	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus sp024295625	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus sp902373455	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus sp916048115	2	tet	NA	NA	NA	NA	0	2	2	1
Streptococcus mitis_AP	1	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	2
Streptococcus mitis_BQ	2	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	1
Streptococcus oralis_BF	1	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	2
Streptococcus parasuis;Streptococcus suis_AB	2	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	1
Streptococcus plurextorum	1	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	2
Streptococcus pneumoniae_B	1	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	2
Streptococcus porcinus	1	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	2
Streptococcus pseudopneumoniae_D	1	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	2
Streptococcus thoraltensis	1	tet(M-W-O-S)	NA	NA	NA	NA	0	2	2	2
Streptococcus plurextorum	1	vga	NA	NA	NA	NA	0	2	2	2
Streptococcus parasuis;Streptococcus suis_AB	1	aad9	ant(9)	aad9	AMINOGLYCOSIDE	AMINOGLYCOSIDE	1	0	1	1
Streptococcus parasuis;Streptococcus suis_AB	1	aadE	ant(6)	aadE	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Anaeroglobus micronuciformis;Enterococcus faecalis;Enterococcus_B faecium;Streptococcus anginosus_C	1	ant(6)-Ia	ant(6)	ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Streptococcus parasuis;Streptococcus suis_AB	1	ant(6)-Ia	ant(6)	ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
Streptococcus suis_X	1	ant(6)-Ia	ant(6)	ant(6)-Ia	AMINOGLYCOSIDE	STREPTOMYCIN	1	0	1	1
