Hierarchy node	Class	Subclass	Species	complex	Element type	n	nspp	freq
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter cloacae_I	NA	AMR	38	39	0.9743589743589743
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter cloacae_L	NA	AMR	18	18	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter cloacae_M	NA	AMR	402	407	0.9877149877149877
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter cloacae_N	NA	AMR	6	6	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter cloacae_O	NA	AMR	4	4	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter cloacae_P	NA	AMR	7	9	0.7777777777777778
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter cloacae_Q	NA	AMR	1	1	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter dykesii	NA	AMR	7	7	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter hormaechei	Enterobacter cloacae complex	AMR	127	127	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter hormaechei_A	NA	AMR	5590	6055	0.9232039636663915
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter huaxiensis	NA	AMR	2	2	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter kobei	Enterobacter cloacae complex	AMR	730	759	0.9617918313570487
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	212	223	0.9506726457399103
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter mori	NA	AMR	44	44	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter nimipressuralis_A	NA	AMR	1	1	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter quasihormaechei	NA	AMR	23	23	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter roggenkampii	NA	AMR	467	509	0.9174852652259332
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter sichuanensis	NA	AMR	60	61	0.9836065573770492
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter soli	NA	AMR	23	23	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter sp000493015	NA	AMR	3	4	0.75
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter sp000568095	NA	AMR	8	8	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter sp013927005	NA	AMR	11	11	1
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter vonholyi	NA	AMR	17	18	0.9444444444444444
oqxB	PHENICOL/QUINOLONE	PHENICOL/QUINOLONE	Enterobacter wuhouensis	NA	AMR	1	1	1
parC	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	NA	AMR	9	228	0.039473684210526314
parC	QUINOLONE	QUINOLONE	Enterobacter cloacae	Enterobacter cloacae complex	AMR	50	457	0.10940919037199125
parC	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	NA	AMR	7	407	0.0171990171990172
parC	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	NA	AMR	1331	6055	0.21981833195706027
parC	QUINOLONE	QUINOLONE	Enterobacter kobei	Enterobacter cloacae complex	AMR	5	759	0.006587615283267457
parC	QUINOLONE	QUINOLONE	Enterobacter ludwigii	Enterobacter cloacae complex	AMR	4	223	0.017937219730941704
parC	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	NA	AMR	12	509	0.023575638506876228
pcoA	COPPER	COPPER	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	28	53	0.5283018867924528
pcoA	COPPER	COPPER	Enterobacter asburiae_B	NA	STRESS	169	228	0.7412280701754386
pcoA	COPPER	COPPER	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
pcoA	COPPER	COPPER	Enterobacter asburiae_E	NA	STRESS	4	4	1
pcoA	COPPER	COPPER	Enterobacter bugandensis	NA	STRESS	54	230	0.23478260869565218
pcoA	COPPER	COPPER	Enterobacter chengduensis	NA	STRESS	71	76	0.9342105263157895
pcoA	COPPER	COPPER	Enterobacter chuandaensis	NA	STRESS	3	6	0.5
pcoA	COPPER	COPPER	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	249	457	0.5448577680525164
pcoA	COPPER	COPPER	Enterobacter cloacae_I	NA	STRESS	35	39	0.8974358974358975
pcoA	COPPER	COPPER	Enterobacter cloacae_M	NA	STRESS	379	407	0.9312039312039312
pcoA	COPPER	COPPER	Enterobacter cloacae_N	NA	STRESS	1	6	0.16666666666666666
pcoA	COPPER	COPPER	Enterobacter cloacae_P	NA	STRESS	6	9	0.6666666666666666
pcoA	COPPER	COPPER	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
pcoA	COPPER	COPPER	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	119	127	0.937007874015748
pcoA	COPPER	COPPER	Enterobacter hormaechei_A	NA	STRESS	4822	6055	0.7963666391412056
pcoA	COPPER	COPPER	Enterobacter kobei	Enterobacter cloacae complex	STRESS	699	759	0.9209486166007905
pcoA	COPPER	COPPER	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	71	223	0.3183856502242152
pcoA	COPPER	COPPER	Enterobacter mori	NA	STRESS	11	44	0.25
pcoA	COPPER	COPPER	Enterobacter quasihormaechei	NA	STRESS	11	23	0.4782608695652174
pcoA	COPPER	COPPER	Enterobacter roggenkampii	NA	STRESS	386	509	0.7583497053045186
pcoA	COPPER	COPPER	Enterobacter sichuanensis	NA	STRESS	27	61	0.4426229508196721
pcoA	COPPER	COPPER	Enterobacter soli	NA	STRESS	18	23	0.782608695652174
pcoA	COPPER	COPPER	Enterobacter sp013927005	NA	STRESS	11	11	1
pcoA	COPPER	COPPER	Enterobacter vonholyi	NA	STRESS	4	18	0.2222222222222222
pcoA	COPPER	COPPER	Enterobacter_A timonensis	NA	STRESS	1	3	0.3333333333333333
pcoA	COPPER	COPPER	Enterobacter_D kobei_A	NA	STRESS	4	4	1
pcoA	COPPER	COPPER	Enterobacter_D sp001888805	NA	STRESS	1	1	1
pcoB	COPPER	COPPER	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	28	53	0.5283018867924528
pcoB	COPPER	COPPER	Enterobacter asburiae_B	NA	STRESS	163	228	0.7149122807017544
pcoB	COPPER	COPPER	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
pcoB	COPPER	COPPER	Enterobacter asburiae_E	NA	STRESS	4	4	1
pcoB	COPPER	COPPER	Enterobacter bugandensis	NA	STRESS	40	230	0.17391304347826086
pcoB	COPPER	COPPER	Enterobacter chengduensis	NA	STRESS	71	76	0.9342105263157895
pcoB	COPPER	COPPER	Enterobacter chuandaensis	NA	STRESS	2	6	0.3333333333333333
pcoB	COPPER	COPPER	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	203	457	0.4442013129102845
pcoB	COPPER	COPPER	Enterobacter cloacae_I	NA	STRESS	31	39	0.7948717948717948
pcoB	COPPER	COPPER	Enterobacter cloacae_M	NA	STRESS	350	407	0.85995085995086
pcoB	COPPER	COPPER	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
pcoB	COPPER	COPPER	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	106	127	0.8346456692913385
pcoB	COPPER	COPPER	Enterobacter hormaechei_A	NA	STRESS	4216	6055	0.6962840627580512
pcoB	COPPER	COPPER	Enterobacter kobei	Enterobacter cloacae complex	STRESS	668	759	0.8801054018445322
pcoB	COPPER	COPPER	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	48	223	0.21524663677130046
pcoB	COPPER	COPPER	Enterobacter mori	NA	STRESS	6	44	0.13636363636363635
pcoB	COPPER	COPPER	Enterobacter quasihormaechei	NA	STRESS	11	23	0.4782608695652174
pcoB	COPPER	COPPER	Enterobacter roggenkampii	NA	STRESS	350	509	0.68762278978389
pcoB	COPPER	COPPER	Enterobacter sichuanensis	NA	STRESS	26	61	0.4262295081967213
pcoB	COPPER	COPPER	Enterobacter soli	NA	STRESS	17	23	0.7391304347826086
pcoB	COPPER	COPPER	Enterobacter sp013927005	NA	STRESS	2	11	0.18181818181818182
pcoB	COPPER	COPPER	Enterobacter vonholyi	NA	STRESS	3	18	0.16666666666666666
pcoB	COPPER	COPPER	Enterobacter_A timonensis	NA	STRESS	1	3	0.3333333333333333
pcoB	COPPER	COPPER	Enterobacter_D kobei_A	NA	STRESS	4	4	1
pcoB	COPPER	COPPER	Enterobacter_D sp001888805	NA	STRESS	1	1	1
pcoC	COPPER	COPPER	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	30	53	0.5660377358490566
pcoC	COPPER	COPPER	Enterobacter asburiae_B	NA	STRESS	169	228	0.7412280701754386
pcoC	COPPER	COPPER	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
pcoC	COPPER	COPPER	Enterobacter asburiae_E	NA	STRESS	4	4	1
pcoC	COPPER	COPPER	Enterobacter bugandensis	NA	STRESS	56	230	0.24347826086956523
pcoC	COPPER	COPPER	Enterobacter chengduensis	NA	STRESS	71	76	0.9342105263157895
pcoC	COPPER	COPPER	Enterobacter chuandaensis	NA	STRESS	3	6	0.5
pcoC	COPPER	COPPER	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	253	457	0.5536105032822757
pcoC	COPPER	COPPER	Enterobacter cloacae_I	NA	STRESS	35	39	0.8974358974358975
pcoC	COPPER	COPPER	Enterobacter cloacae_M	NA	STRESS	379	407	0.9312039312039312
pcoC	COPPER	COPPER	Enterobacter cloacae_N	NA	STRESS	1	6	0.16666666666666666
pcoC	COPPER	COPPER	Enterobacter cloacae_P	NA	STRESS	6	9	0.6666666666666666
pcoC	COPPER	COPPER	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
pcoC	COPPER	COPPER	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	106	127	0.8346456692913385
pcoC	COPPER	COPPER	Enterobacter hormaechei_A	NA	STRESS	4782	6055	0.7897605284888521
pcoC	COPPER	COPPER	Enterobacter kobei	Enterobacter cloacae complex	STRESS	699	759	0.9209486166007905
pcoC	COPPER	COPPER	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	71	223	0.3183856502242152
pcoC	COPPER	COPPER	Enterobacter mori	NA	STRESS	10	44	0.22727272727272727
pcoC	COPPER	COPPER	Enterobacter quasihormaechei	NA	STRESS	11	23	0.4782608695652174
pcoC	COPPER	COPPER	Enterobacter roggenkampii	NA	STRESS	388	509	0.762278978388998
pcoC	COPPER	COPPER	Enterobacter sichuanensis	NA	STRESS	27	61	0.4426229508196721
pcoC	COPPER	COPPER	Enterobacter soli	NA	STRESS	18	23	0.782608695652174
pcoC	COPPER	COPPER	Enterobacter sp013927005	NA	STRESS	11	11	1
pcoC	COPPER	COPPER	Enterobacter vonholyi	NA	STRESS	4	18	0.2222222222222222
pcoC	COPPER	COPPER	Enterobacter_A timonensis	NA	STRESS	1	3	0.3333333333333333
pcoC	COPPER	COPPER	Enterobacter_D kobei_A	NA	STRESS	4	4	1
pcoC	COPPER	COPPER	Enterobacter_D sp001888805	NA	STRESS	1	1	1
pcoD	COPPER	COPPER	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	30	53	0.5660377358490566
pcoD	COPPER	COPPER	Enterobacter asburiae_B	NA	STRESS	169	228	0.7412280701754386
pcoD	COPPER	COPPER	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
pcoD	COPPER	COPPER	Enterobacter asburiae_E	NA	STRESS	4	4	1
pcoD	COPPER	COPPER	Enterobacter bugandensis	NA	STRESS	56	230	0.24347826086956523
pcoD	COPPER	COPPER	Enterobacter chengduensis	NA	STRESS	70	76	0.9210526315789473
pcoD	COPPER	COPPER	Enterobacter chuandaensis	NA	STRESS	3	6	0.5
pcoD	COPPER	COPPER	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	253	457	0.5536105032822757
pcoD	COPPER	COPPER	Enterobacter cloacae_I	NA	STRESS	34	39	0.8717948717948718
pcoD	COPPER	COPPER	Enterobacter cloacae_M	NA	STRESS	379	407	0.9312039312039312
pcoD	COPPER	COPPER	Enterobacter cloacae_N	NA	STRESS	1	6	0.16666666666666666
pcoD	COPPER	COPPER	Enterobacter cloacae_P	NA	STRESS	6	9	0.6666666666666666
pcoD	COPPER	COPPER	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
pcoD	COPPER	COPPER	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	106	127	0.8346456692913385
pcoD	COPPER	COPPER	Enterobacter hormaechei_A	NA	STRESS	4783	6055	0.789925681255161
pcoD	COPPER	COPPER	Enterobacter kobei	Enterobacter cloacae complex	STRESS	697	759	0.9183135704874835
pcoD	COPPER	COPPER	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	70	223	0.31390134529147984
pcoD	COPPER	COPPER	Enterobacter mori	NA	STRESS	10	44	0.22727272727272727
pcoD	COPPER	COPPER	Enterobacter quasihormaechei	NA	STRESS	11	23	0.4782608695652174
pcoD	COPPER	COPPER	Enterobacter roggenkampii	NA	STRESS	388	509	0.762278978388998
pcoD	COPPER	COPPER	Enterobacter sichuanensis	NA	STRESS	27	61	0.4426229508196721
pcoD	COPPER	COPPER	Enterobacter soli	NA	STRESS	18	23	0.782608695652174
pcoD	COPPER	COPPER	Enterobacter sp013927005	NA	STRESS	11	11	1
pcoD	COPPER	COPPER	Enterobacter vonholyi	NA	STRESS	4	18	0.2222222222222222
pcoD	COPPER	COPPER	Enterobacter_A timonensis	NA	STRESS	1	3	0.3333333333333333
pcoD	COPPER	COPPER	Enterobacter_D kobei_A	NA	STRESS	4	4	1
pcoD	COPPER	COPPER	Enterobacter_D sp001888805	NA	STRESS	1	1	1
pcoE	COPPER	COPPER	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	11	53	0.20754716981132076
pcoE	COPPER	COPPER	Enterobacter asburiae_B	NA	STRESS	57	228	0.25
pcoE	COPPER	COPPER	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
pcoE	COPPER	COPPER	Enterobacter asburiae_E	NA	STRESS	4	4	1
pcoE	COPPER	COPPER	Enterobacter bugandensis	NA	STRESS	56	230	0.24347826086956523
pcoE	COPPER	COPPER	Enterobacter chengduensis	NA	STRESS	67	76	0.881578947368421
pcoE	COPPER	COPPER	Enterobacter chuandaensis	NA	STRESS	4	6	0.6666666666666666
pcoE	COPPER	COPPER	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	231	457	0.5054704595185996
pcoE	COPPER	COPPER	Enterobacter cloacae_I	NA	STRESS	31	39	0.7948717948717948
pcoE	COPPER	COPPER	Enterobacter cloacae_M	NA	STRESS	376	407	0.9238329238329238
pcoE	COPPER	COPPER	Enterobacter cloacae_N	NA	STRESS	1	6	0.16666666666666666
pcoE	COPPER	COPPER	Enterobacter cloacae_P	NA	STRESS	2	9	0.2222222222222222
pcoE	COPPER	COPPER	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
pcoE	COPPER	COPPER	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	105	127	0.8267716535433071
pcoE	COPPER	COPPER	Enterobacter hormaechei_A	NA	STRESS	4090	6055	0.6754748142031379
pcoE	COPPER	COPPER	Enterobacter kobei	Enterobacter cloacae complex	STRESS	582	759	0.766798418972332
pcoE	COPPER	COPPER	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	54	223	0.242152466367713
pcoE	COPPER	COPPER	Enterobacter mori	NA	STRESS	8	44	0.18181818181818182
pcoE	COPPER	COPPER	Enterobacter roggenkampii	NA	STRESS	313	509	0.6149312377210217
pcoE	COPPER	COPPER	Enterobacter sichuanensis	NA	STRESS	25	61	0.4098360655737705
pcoE	COPPER	COPPER	Enterobacter soli	NA	STRESS	4	23	0.17391304347826086
pcoE	COPPER	COPPER	Enterobacter sp013927005	NA	STRESS	5	11	0.45454545454545453
pcoE	COPPER	COPPER	Enterobacter vonholyi	NA	STRESS	4	18	0.2222222222222222
pcoE	COPPER	COPPER	Enterobacter_A timonensis	NA	STRESS	1	3	0.3333333333333333
pcoE	COPPER	COPPER	Enterobacter_D kobei_A	NA	STRESS	4	4	1
pcoE	COPPER	COPPER	Enterobacter_D sp001888805	NA	STRESS	1	1	1
pcoR	COPPER	COPPER	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	30	53	0.5660377358490566
pcoR	COPPER	COPPER	Enterobacter asburiae_B	NA	STRESS	169	228	0.7412280701754386
pcoR	COPPER	COPPER	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
pcoR	COPPER	COPPER	Enterobacter asburiae_E	NA	STRESS	4	4	1
pcoR	COPPER	COPPER	Enterobacter bugandensis	NA	STRESS	56	230	0.24347826086956523
pcoR	COPPER	COPPER	Enterobacter chengduensis	NA	STRESS	70	76	0.9210526315789473
pcoR	COPPER	COPPER	Enterobacter chuandaensis	NA	STRESS	3	6	0.5
pcoR	COPPER	COPPER	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	253	457	0.5536105032822757
pcoR	COPPER	COPPER	Enterobacter cloacae_I	NA	STRESS	34	39	0.8717948717948718
pcoR	COPPER	COPPER	Enterobacter cloacae_M	NA	STRESS	379	407	0.9312039312039312
pcoR	COPPER	COPPER	Enterobacter cloacae_N	NA	STRESS	1	6	0.16666666666666666
pcoR	COPPER	COPPER	Enterobacter cloacae_P	NA	STRESS	6	9	0.6666666666666666
pcoR	COPPER	COPPER	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
pcoR	COPPER	COPPER	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	106	127	0.8346456692913385
pcoR	COPPER	COPPER	Enterobacter hormaechei_A	NA	STRESS	4790	6055	0.7910817506193228
pcoR	COPPER	COPPER	Enterobacter kobei	Enterobacter cloacae complex	STRESS	702	759	0.924901185770751
pcoR	COPPER	COPPER	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	71	223	0.3183856502242152
pcoR	COPPER	COPPER	Enterobacter mori	NA	STRESS	11	44	0.25
pcoR	COPPER	COPPER	Enterobacter quasihormaechei	NA	STRESS	11	23	0.4782608695652174
pcoR	COPPER	COPPER	Enterobacter roggenkampii	NA	STRESS	390	509	0.7662082514734774
pcoR	COPPER	COPPER	Enterobacter sichuanensis	NA	STRESS	27	61	0.4426229508196721
pcoR	COPPER	COPPER	Enterobacter soli	NA	STRESS	18	23	0.782608695652174
pcoR	COPPER	COPPER	Enterobacter sp013927005	NA	STRESS	11	11	1
pcoR	COPPER	COPPER	Enterobacter vonholyi	NA	STRESS	4	18	0.2222222222222222
pcoR	COPPER	COPPER	Enterobacter_A timonensis	NA	STRESS	1	3	0.3333333333333333
pcoR	COPPER	COPPER	Enterobacter_D kobei_A	NA	STRESS	4	4	1
pcoR	COPPER	COPPER	Enterobacter_D sp001888805	NA	STRESS	1	1	1
pcoS	COPPER	COPPER	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	30	53	0.5660377358490566
pcoS	COPPER	COPPER	Enterobacter asburiae_B	NA	STRESS	169	228	0.7412280701754386
pcoS	COPPER	COPPER	Enterobacter asburiae_D	NA	STRESS	4	15	0.26666666666666666
pcoS	COPPER	COPPER	Enterobacter asburiae_E	NA	STRESS	4	4	1
pcoS	COPPER	COPPER	Enterobacter bugandensis	NA	STRESS	72	230	0.3130434782608696
pcoS	COPPER	COPPER	Enterobacter chengduensis	NA	STRESS	67	76	0.881578947368421
pcoS	COPPER	COPPER	Enterobacter chuandaensis	NA	STRESS	4	6	0.6666666666666666
pcoS	COPPER	COPPER	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	264	457	0.5776805251641138
pcoS	COPPER	COPPER	Enterobacter cloacae_I	NA	STRESS	34	39	0.8717948717948718
pcoS	COPPER	COPPER	Enterobacter cloacae_L	NA	STRESS	1	18	0.05555555555555555
pcoS	COPPER	COPPER	Enterobacter cloacae_M	NA	STRESS	378	407	0.9287469287469288
pcoS	COPPER	COPPER	Enterobacter cloacae_N	NA	STRESS	1	6	0.16666666666666666
pcoS	COPPER	COPPER	Enterobacter cloacae_P	NA	STRESS	8	9	0.8888888888888888
pcoS	COPPER	COPPER	Enterobacter cloacae_Q	NA	STRESS	1	1	1
pcoS	COPPER	COPPER	Enterobacter dykesii	NA	STRESS	1	7	0.14285714285714285
pcoS	COPPER	COPPER	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	106	127	0.8346456692913385
pcoS	COPPER	COPPER	Enterobacter hormaechei_A	NA	STRESS	5001	6055	0.8259289843104872
pcoS	COPPER	COPPER	Enterobacter kobei	Enterobacter cloacae complex	STRESS	702	759	0.924901185770751
pcoS	COPPER	COPPER	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	76	223	0.34080717488789236
pcoS	COPPER	COPPER	Enterobacter mori	NA	STRESS	13	44	0.29545454545454547
pcoS	COPPER	COPPER	Enterobacter quasihormaechei	NA	STRESS	11	23	0.4782608695652174
pcoS	COPPER	COPPER	Enterobacter roggenkampii	NA	STRESS	383	509	0.7524557956777996
pcoS	COPPER	COPPER	Enterobacter sichuanensis	NA	STRESS	28	61	0.45901639344262296
pcoS	COPPER	COPPER	Enterobacter soli	NA	STRESS	18	23	0.782608695652174
pcoS	COPPER	COPPER	Enterobacter sp013927005	NA	STRESS	7	11	0.6363636363636364
pcoS	COPPER	COPPER	Enterobacter vonholyi	NA	STRESS	3	18	0.16666666666666666
pcoS	COPPER	COPPER	Enterobacter_A timonensis	NA	STRESS	3	3	1
pcoS	COPPER	COPPER	Enterobacter_D kobei_A	NA	STRESS	4	4	1
pcoS	COPPER	COPPER	Enterobacter_D sp001888805	NA	STRESS	1	1	1
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	12	457	0.0262582056892779
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	2	127	0.015748031496062992
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	NA	STRESS	34	6055	0.005615194054500413
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter kobei	Enterobacter cloacae complex	STRESS	4	759	0.005270092226613966
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter roggenkampii	NA	STRESS	2	509	0.003929273084479371
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter sichuanensis	NA	STRESS	1	61	0.01639344262295082
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	6	53	0.11320754716981132
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_B	NA	STRESS	27	228	0.11842105263157894
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_D	NA	STRESS	1	15	0.06666666666666667
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_E	NA	STRESS	1	4	0.25
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter bugandensis	NA	STRESS	7	230	0.030434782608695653
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chengduensis	NA	STRESS	13	76	0.17105263157894737
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	27	457	0.05908096280087528
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_I	NA	STRESS	3	39	0.07692307692307693
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_M	NA	STRESS	77	407	0.1891891891891892
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_P	NA	STRESS	1	9	0.1111111111111111
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	39	127	0.30708661417322836
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	NA	STRESS	1431	6055	0.23633360858794386
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter kobei	Enterobacter cloacae complex	STRESS	231	759	0.30434782608695654
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter ludwigii	Enterobacter cloacae complex	STRESS	19	223	0.08520179372197309
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter mori	NA	STRESS	1	44	0.022727272727272728
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter quasihormaechei	NA	STRESS	1	23	0.043478260869565216
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter roggenkampii	NA	STRESS	58	509	0.11394891944990176
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter sichuanensis	NA	STRESS	13	61	0.21311475409836064
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter soli	NA	STRESS	9	23	0.391304347826087
qacE_gen	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter sp013927005	NA	STRESS	2	11	0.18181818181818182
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae	Enterobacter cloacae complex	STRESS	4	53	0.07547169811320754
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_B	NA	STRESS	41	228	0.17982456140350878
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_D	NA	STRESS	1	15	0.06666666666666667
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter bugandensis	NA	STRESS	5	230	0.021739130434782608
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chengduensis	NA	STRESS	36	76	0.47368421052631576
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chuandaensis	NA	STRESS	2	6	0.3333333333333333
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	Enterobacter cloacae complex	STRESS	68	457	0.1487964989059081
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_I	NA	STRESS	13	39	0.3333333333333333
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_L	NA	STRESS	1	18	0.05555555555555555
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_M	NA	STRESS	110	407	0.2702702702702703
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_P	NA	STRESS	6	9	0.6666666666666666
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei	Enterobacter cloacae complex	STRESS	60	127	0.47244094488188976
