#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN25296011	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	swab	PDT001516225.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:43Z
SAMN25296010	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	swab	PDT001516226.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:43Z
SAMN25295637	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516227.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:43Z
SAMN25295933	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516228.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:43Z
SAMN25295932	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516229.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:43Z
SAMN25295930	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516231.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:44Z
SAMN25295926	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516235.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:44Z
SAMN25295918	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516244.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:46Z
SAMN25295915	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516247.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:46Z
SAMN25295662	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516249.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:47Z
SAMN25295912	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516251.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:47Z
SAMN25295831	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516257.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:48Z
SAMN25295828	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516260.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:49Z
SAMN25295827	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516261.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:49Z
SAMN25295825	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516263.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:49Z
SAMN25295824	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516264.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:49Z
SAMN25295653	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516265.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:49Z
SAMN25295823	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516266.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:50Z
SAMN25295821	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516268.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:50Z
SAMN25295820	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516269.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:50Z
SAMN25295819	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516270.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:50Z
SAMN25295816	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516273.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:51Z
SAMN25295815	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516274.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:51Z
SAMN25295814	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516275.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:51Z
SAMN25295652	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516276.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:51Z
SAMN25295813	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516277.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:52Z
SAMN25295811	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516279.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:52Z
SAMN25295810	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516280.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:52Z
SAMN25295809	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516281.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:52Z
SAMN25295808	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516282.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:52Z
SAMN25295733	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516283.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:52Z
SAMN25295732	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516284.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:53Z
SAMN25295731	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516285.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:53Z
SAMN25295730	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516286.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:53Z
SAMN25295729	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516287.1	vancomycin	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:53Z
SAMN25295728	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516288.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:53Z
SAMN25295727	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516289.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:53Z
SAMN25295726	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516290.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:54Z
SAMN25295725	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516291.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:54Z
SAMN25296009	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab cellulitis	PDT001516292.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:54Z
SAMN25296008	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab face eczema	PDT001516293.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:54Z
SAMN25296007	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab left eyelid	PDT001516294.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:54Z
SAMN25296006	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab groin fluid	PDT001516295.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:54Z
SAMN25296005	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab groin fluid	PDT001516296.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:55Z
SAMN25296004	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Pus thigh abscess	PDT001516297.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:55Z
SAMN25296003	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Aspirate left, breast	PDT001516299.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:55Z
SAMN25296002	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Lavage BAL	PDT001516300.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:55Z
SAMN25296001	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab oral	PDT001516301.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:55Z
SAMN25296000	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab eye left, eye	PDT001516302.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:56Z
SAMN25295999	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab cellulitis periorbital	PDT001516303.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:56Z
SAMN25295998	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab abscess leg	PDT001516304.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:56Z
SAMN25295997	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab wound left, nose	PDT001516305.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:56Z
SAMN25295996	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Aspirate endotracheal	PDT001516306.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:56Z
SAMN25295995	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Aspirate endotracheal	PDT001516307.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:56Z
SAMN25295994	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab finger	PDT001516308.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:57Z
SAMN25295670	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516309.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:57Z
SAMN25295993	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab left leg	PDT001516310.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:57Z
SAMN25295992	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Lavage BAL	PDT001516311.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:57Z
SAMN25295989	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab gastrostomy	PDT001516314.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:58Z
SAMN25295988	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab cellulitis periorbital	PDT001516315.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:58Z
SAMN25295987	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab left lear	PDT001516316.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:58Z
SAMN25295985	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab ascess right, chin	PDT001516318.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:58Z
SAMN25295906	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516322.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:59Z
SAMN25295905	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516323.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:43:59Z
SAMN25295903	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516326.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:00Z
SAMN25295897	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516332.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:01Z
SAMN25295894	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516335.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:01Z
SAMN25295891	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516339.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:02Z
SAMN25295889	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	aspirate	PDT001516341.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:02Z
SAMN25295888	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516342.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:02Z
SAMN25295659	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516347.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:03Z
SAMN25295807	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516348.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:03Z
SAMN25295806	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516349.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:04Z
SAMN25295805	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516350.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:04Z
SAMN25295804	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516351.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:04Z
SAMN25295651	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516352.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:04Z
SAMN25295803	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516353.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:04Z
SAMN25295802	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516354.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:04Z
SAMN25295801	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516355.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:05Z
SAMN25295799	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516357.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:05Z
SAMN25295798	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516358.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:05Z
SAMN25295797	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516359.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:05Z
SAMN25295795	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516361.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:06Z
SAMN25295793	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Lavage	PDT001516364.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:06Z
SAMN25295790	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516367.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:07Z
SAMN25295789	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516368.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:07Z
SAMN25295787	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516370.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:07Z
SAMN25295786	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516371.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:07Z
SAMN25295784	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516373.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:08Z
SAMN25295783	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516375.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:08Z
SAMN25295643	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516377.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:08Z
SAMN25295721	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516380.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:09Z
SAMN25295720	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516381.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:09Z
SAMN25295719	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516382.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:09Z
SAMN25295718	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516383.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:09Z
SAMN25295717	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516384.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:09Z
SAMN25295715	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516386.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:10Z
SAMN25295714	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab (Sputum)	PDT001516387.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:10Z
SAMN25295642	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516388.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:10Z
SAMN25295713	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516389.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:10Z
SAMN25295712	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516390.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:11Z
SAMN25295711	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516391.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:11Z
SAMN25295710	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516392.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:11Z
SAMN25295708	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516394.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:11Z
SAMN25295707	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516395.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:11Z
SAMN25295706	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516396.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:12Z
SAMN25295704	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516398.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:12Z
SAMN25295641	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516399.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:12Z
SAMN25295703	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516400.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:12Z
SAMN25295702	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516401.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:12Z
SAMN25295701	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516402.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:13Z
SAMN25295669	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	sputum	PDT001516404.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:13Z
SAMN25295982	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab umbilical	PDT001516406.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:13Z
SAMN25295981	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab skin	PDT001516407.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:13Z
SAMN25295979	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab abscess right, groin	PDT001516409.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:14Z
SAMN25295978	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Pus abscess right, groin	PDT001516410.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:14Z
SAMN25295977	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab umbilicus	PDT001516411.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:14Z
SAMN25295976	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab ear	PDT001516412.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:14Z
SAMN25295975	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab Finger	PDT001516413.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:14Z
SAMN25295974	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab ring finger	PDT001516414.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:15Z
SAMN25295973	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Pus abscess axillary	PDT001516416.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:15Z
SAMN25295972	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Aspirate abascess right, neck	PDT001516417.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:15Z
SAMN25295971	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab toe great toe	PDT001516418.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:15Z
SAMN25295970	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab vesicle left knee	PDT001516419.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:16Z
SAMN25295969	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab eye right	PDT001516420.1	vancomycin	susceptible	<=	0.5		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:16Z
SAMN25295968	Staphylococcus aureus	Staphylococcus aureus	clinical	Australia: Queensland	Swab abscess right axilla	PDT001516421.1	tetracycline	susceptible	<=	1.0		Vitek	Biomérieux		EUCAST	2022-12-07T17:44:16Z
