Gene symbol	Class	Subclass	Element type	Hierarchy node	n	freq
blaPDC-350	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-350	1	4.023497223786915e-5
blaPDC-370	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-370	1	4.023497223786915e-5
blaPDC-376	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-376	1	4.023497223786915e-5
blaPDC-396	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-396	1	4.023497223786915e-5
blaPDC-408	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-408	1	4.023497223786915e-5
blaPDC-423	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-423	1	4.023497223786915e-5
blaPDC-428	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-428	1	4.023497223786915e-5
blaPDC-434	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-434	1	4.023497223786915e-5
blaPDC-442	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-442	1	4.023497223786915e-5
blaPDC-455	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-455	1	4.023497223786915e-5
blaPDC-458	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-458	1	4.023497223786915e-5
blaPDC-459	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-459	1	4.023497223786915e-5
blaPDC-460	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-460	1	4.023497223786915e-5
blaPDC-476	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-476	1	4.023497223786915e-5
blaPDC-477	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-477	1	4.023497223786915e-5
blaPDC-478	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-478	1	4.023497223786915e-5
blaPDC-481	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-481	1	4.023497223786915e-5
blaPDC-515	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-515	1	4.023497223786915e-5
blaPDC-525	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-525	1	4.023497223786915e-5
blaPDC-526	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-526	1	4.023497223786915e-5
blaPDC-528	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-528	1	4.023497223786915e-5
blaPDC-529	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-529	1	4.023497223786915e-5
blaPDC-546	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-546	1	4.023497223786915e-5
blaPDC-55	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-55	1	4.023497223786915e-5
blaPDC-558	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-558	1	4.023497223786915e-5
blaPDC-58	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-58	1	4.023497223786915e-5
blaPDC-70	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPDC-70	1	4.023497223786915e-5
blaPER	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPER	1	4.023497223786915e-5
blaPER-4	BETA-LACTAM	CEPHALOSPORIN	AMR	blaPER-4	1	4.023497223786915e-5
blaR1	BETA-LACTAM	BETA-LACTAM	AMR	blaR1	1	4.023497223786915e-5
blaSHV-1	BETA-LACTAM	BETA-LACTAM	AMR	blaSHV-1	1	4.023497223786915e-5
blaSIM-1	BETA-LACTAM	CARBAPENEM	AMR	blaSIM-1	1	4.023497223786915e-5
blaVIM-18	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-18	1	4.023497223786915e-5
blaVIM-23	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-23	1	4.023497223786915e-5
blaVIM-28	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-28	1	4.023497223786915e-5
blaVIM-36	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-36	1	4.023497223786915e-5
blaVIM-60	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-60	1	4.023497223786915e-5
blaVIM-61	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-61	1	4.023497223786915e-5
blaVIM-62	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-62	1	4.023497223786915e-5
blaVIM-63	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-63	1	4.023497223786915e-5
blaVIM-66	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-66	1	4.023497223786915e-5
blaVIM-7	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-7	1	4.023497223786915e-5
blaVIM-82	BETA-LACTAM	CARBAPENEM	AMR	blaVIM-82	1	4.023497223786915e-5
bleO	BLEOMYCIN	BLEOMYCIN	AMR	bleO	1	4.023497223786915e-5
catB2	PHENICOL	CHLORAMPHENICOL	AMR	catB2	1	4.023497223786915e-5
cmrA_H204L	BETA-LACTAM/PHENICOL/QUINOLONE	CHLORAMPHENICOL/IMIPENEM/QUINOLONE	AMR	cmrA	1	4.023497223786915e-5
cmrA_L89Q	BETA-LACTAM/PHENICOL/QUINOLONE	CHLORAMPHENICOL/IMIPENEM/QUINOLONE	AMR	cmrA	1	4.023497223786915e-5
cprS_R241C	COLISTIN	COLISTIN	AMR	cprS	1	4.023497223786915e-5
czcS_V194L	BETA-LACTAM	CARBAPENEM	AMR	czcS	1	4.023497223786915e-5
dfrA17	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrA17	1	4.023497223786915e-5
dfrS1	TRIMETHOPRIM	TRIMETHOPRIM	AMR	dfrS1	1	4.023497223786915e-5
fosB	FOSFOMYCIN	FOSFOMYCIN	AMR	fosB	1	4.023497223786915e-5
fosB4	FOSFOMYCIN	FOSFOMYCIN	AMR	fosB4	1	4.023497223786915e-5
fosG	FOSFOMYCIN	FOSFOMYCIN	AMR	fosG	1	4.023497223786915e-5
ftsI_Q475R	BETA-LACTAM	CARBAPENEM	AMR	ftsI	1	4.023497223786915e-5
ftsI_S538L	BETA-LACTAM	CARBAPENEM	AMR	ftsI	1	4.023497223786915e-5
fusA1_A595P	AMINOGLYCOSIDE	TOBRAMYCIN	AMR	fusA1	1	4.023497223786915e-5
fusA1_I61M	AMINOGLYCOSIDE	AMIKACIN/TOBRAMYCIN	AMR	fusA1	1	4.023497223786915e-5
gyrA_D72G	QUINOLONE	QUINOLONE	AMR	gyrA	1	4.023497223786915e-5
mcr-5	COLISTIN	COLISTIN	AMR	mcr-5	1	4.023497223786915e-5
mexB_V45L	BETA-LACTAM/QUINOLONE/TETRACYCLINE	BETA-LACTAM/QUINOLONE/TETRACYCLINE	AMR	mexB	1	4.023497223786915e-5
mexD_Q178R	AZABICYCLOALKANE	AVIBACTAM	AMR	mexD	1	4.023497223786915e-5
mexD_S133G	AZABICYCLOALKANE	AVIBACTAM	AMR	mexD	1	4.023497223786915e-5
mph(C)	MACROLIDE	ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	AMR	mph(C)	1	4.023497223786915e-5
msr(A)	MACROLIDE/STREPTOGRAMIN	ERYTHROMYCIN/STREPTOGRAMIN B	AMR	msr(A)	1	4.023497223786915e-5
nalC_K58E	BETA-LACTAM	CARBAPENEM	AMR	nalC	1	4.023497223786915e-5
oprD_G317R	BETA-LACTAM	CARBAPENEM	AMR	oprD	1	4.023497223786915e-5
parS_L14Q	BETA-LACTAM	CARBAPENEM	AMR	parS	1	4.023497223786915e-5
pcoE	COPPER	COPPER	STRESS	pcoE	1	4.023497223786915e-5
pcoS	COPPER	COPPER	STRESS	pcoS	1	4.023497223786915e-5
phoP_A110V	COLISTIN	COLISTIN	AMR	phoP	1	4.023497223786915e-5
phoQ_LG364del	COLISTIN	COLISTIN	AMR	phoQ	1	4.023497223786915e-5
pmrB_G188D	COLISTIN	COLISTIN	AMR	pmrB	1	4.023497223786915e-5
pmrB_S257N	COLISTIN	COLISTIN	AMR	pmrB	1	4.023497223786915e-5
pmrB_T253M	COLISTIN	COLISTIN	AMR	pmrB	1	4.023497223786915e-5
qacA	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacA	1	4.023497223786915e-5
qacB	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacB	1	4.023497223786915e-5
qacC	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacC	1	4.023497223786915e-5
qacG	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	STRESS	qacG	1	4.023497223786915e-5
qnrB19	QUINOLONE	QUINOLONE	AMR	qnrB19	1	4.023497223786915e-5
rmtF1	AMINOGLYCOSIDE	AMINOGLYCOSIDE	AMR	rmtF1	1	4.023497223786915e-5
rplB_G138L	AMINOGLYCOSIDE	AMIKACIN	AMR	rplB	1	4.023497223786915e-5
sat4	STREPTOTHRICIN	STREPTOTHRICIN	AMR	sat4	1	4.023497223786915e-5
silA	COPPER/SILVER	COPPER/SILVER	STRESS	silA	1	4.023497223786915e-5
silB	COPPER/SILVER	COPPER/SILVER	STRESS	silB	1	4.023497223786915e-5
silC	COPPER/SILVER	COPPER/SILVER	STRESS	silC	1	4.023497223786915e-5
silE	SILVER	SILVER	STRESS	silE	1	4.023497223786915e-5
silF	COPPER/SILVER	COPPER/SILVER	STRESS	silF	1	4.023497223786915e-5
silR	COPPER/SILVER	COPPER/SILVER	STRESS	silR	1	4.023497223786915e-5
silS	COPPER/SILVER	COPPER/SILVER	STRESS	silS	1	4.023497223786915e-5
srpA	EFFLUX	EFFLUX	STRESS	srpA	1	4.023497223786915e-5
srpB	EFFLUX	EFFLUX	STRESS	srpB	1	4.023497223786915e-5
srpR	EFFLUX	EFFLUX	STRESS	srpR	1	4.023497223786915e-5
srpS	EFFLUX	EFFLUX	STRESS	srpS	1	4.023497223786915e-5
tbtA	EFFLUX	EFFLUX	AMR	tbtA	1	4.023497223786915e-5
tet(K)	TETRACYCLINE	TETRACYCLINE	AMR	tet(K)	1	4.023497223786915e-5
ttgI	EFFLUX	EFFLUX	STRESS	srpC	1	4.023497223786915e-5
vanX-A	GLYCOPEPTIDE	VANCOMYCIN	AMR	vanX-A	1	4.023497223786915e-5
vga(A)	LINCOSAMIDE	LINCOSAMIDE	AMR	vga(A)	1	4.023497223786915e-5
vga(A)-LC	LINCOSAMIDE	LINCOSAMIDE	AMR	vga(A)-LC	1	4.023497223786915e-5
