Gene symbol	Class	Subclass	Species	Element type	n	nspp	freq
pcoC	COPPER	COPPER	Enterobacter hormaechei_A	STRESS	4782	6055	0.7897605284888521
pcoC	COPPER	COPPER	Enterobacter kobei	STRESS	699	759	0.9209486166007905
pcoC	COPPER	COPPER	Enterobacter ludwigii	STRESS	71	223	0.3183856502242152
pcoC	COPPER	COPPER	Enterobacter mori	STRESS	10	44	0.22727272727272727
pcoC	COPPER	COPPER	Enterobacter quasihormaechei	STRESS	11	23	0.4782608695652174
pcoC	COPPER	COPPER	Enterobacter roggenkampii	STRESS	388	509	0.762278978388998
pcoC	COPPER	COPPER	Enterobacter sichuanensis	STRESS	27	61	0.4426229508196721
pcoC	COPPER	COPPER	Enterobacter soli	STRESS	18	23	0.782608695652174
pcoC	COPPER	COPPER	Enterobacter sp013927005	STRESS	11	11	1
pcoC	COPPER	COPPER	Enterobacter vonholyi	STRESS	4	18	0.2222222222222222
pcoC	COPPER	COPPER	Enterobacter_A timonensis	STRESS	1	3	0.3333333333333333
pcoC	COPPER	COPPER	Enterobacter_D kobei_A	STRESS	4	4	1
pcoC	COPPER	COPPER	Enterobacter_D sp001888805	STRESS	1	1	1
pcoD	COPPER	COPPER	Enterobacter asburiae	STRESS	30	53	0.5660377358490566
pcoD	COPPER	COPPER	Enterobacter asburiae_B	STRESS	169	228	0.7412280701754386
pcoD	COPPER	COPPER	Enterobacter asburiae_D	STRESS	4	15	0.26666666666666666
pcoD	COPPER	COPPER	Enterobacter asburiae_E	STRESS	4	4	1
pcoD	COPPER	COPPER	Enterobacter bugandensis	STRESS	56	230	0.24347826086956523
pcoD	COPPER	COPPER	Enterobacter chengduensis	STRESS	70	76	0.9210526315789473
pcoD	COPPER	COPPER	Enterobacter chuandaensis	STRESS	3	6	0.5
pcoD	COPPER	COPPER	Enterobacter cloacae	STRESS	253	457	0.5536105032822757
pcoD	COPPER	COPPER	Enterobacter cloacae_I	STRESS	34	39	0.8717948717948718
pcoD	COPPER	COPPER	Enterobacter cloacae_M	STRESS	379	407	0.9312039312039312
pcoD	COPPER	COPPER	Enterobacter cloacae_N	STRESS	1	6	0.16666666666666666
pcoD	COPPER	COPPER	Enterobacter cloacae_P	STRESS	6	9	0.6666666666666666
pcoD	COPPER	COPPER	Enterobacter dykesii	STRESS	1	7	0.14285714285714285
pcoD	COPPER	COPPER	Enterobacter hormaechei	STRESS	106	127	0.8346456692913385
pcoD	COPPER	COPPER	Enterobacter hormaechei_A	STRESS	4783	6055	0.789925681255161
pcoD	COPPER	COPPER	Enterobacter kobei	STRESS	697	759	0.9183135704874835
pcoD	COPPER	COPPER	Enterobacter ludwigii	STRESS	70	223	0.31390134529147984
pcoD	COPPER	COPPER	Enterobacter mori	STRESS	10	44	0.22727272727272727
pcoD	COPPER	COPPER	Enterobacter quasihormaechei	STRESS	11	23	0.4782608695652174
pcoD	COPPER	COPPER	Enterobacter roggenkampii	STRESS	388	509	0.762278978388998
pcoD	COPPER	COPPER	Enterobacter sichuanensis	STRESS	27	61	0.4426229508196721
pcoD	COPPER	COPPER	Enterobacter soli	STRESS	18	23	0.782608695652174
pcoD	COPPER	COPPER	Enterobacter sp013927005	STRESS	11	11	1
pcoD	COPPER	COPPER	Enterobacter vonholyi	STRESS	4	18	0.2222222222222222
pcoD	COPPER	COPPER	Enterobacter_A timonensis	STRESS	1	3	0.3333333333333333
pcoD	COPPER	COPPER	Enterobacter_D kobei_A	STRESS	4	4	1
pcoD	COPPER	COPPER	Enterobacter_D sp001888805	STRESS	1	1	1
pcoE	COPPER	COPPER	Enterobacter asburiae	STRESS	11	53	0.20754716981132076
pcoE	COPPER	COPPER	Enterobacter asburiae_B	STRESS	57	228	0.25
pcoE	COPPER	COPPER	Enterobacter asburiae_D	STRESS	4	15	0.26666666666666666
pcoE	COPPER	COPPER	Enterobacter asburiae_E	STRESS	4	4	1
pcoE	COPPER	COPPER	Enterobacter bugandensis	STRESS	56	230	0.24347826086956523
pcoE	COPPER	COPPER	Enterobacter chengduensis	STRESS	67	76	0.881578947368421
pcoE	COPPER	COPPER	Enterobacter chuandaensis	STRESS	4	6	0.6666666666666666
pcoE	COPPER	COPPER	Enterobacter cloacae	STRESS	231	457	0.5054704595185996
pcoE	COPPER	COPPER	Enterobacter cloacae_I	STRESS	31	39	0.7948717948717948
pcoE	COPPER	COPPER	Enterobacter cloacae_M	STRESS	376	407	0.9238329238329238
pcoE	COPPER	COPPER	Enterobacter cloacae_N	STRESS	1	6	0.16666666666666666
pcoE	COPPER	COPPER	Enterobacter cloacae_P	STRESS	2	9	0.2222222222222222
pcoE	COPPER	COPPER	Enterobacter dykesii	STRESS	1	7	0.14285714285714285
pcoE	COPPER	COPPER	Enterobacter hormaechei	STRESS	105	127	0.8267716535433071
pcoE	COPPER	COPPER	Enterobacter hormaechei_A	STRESS	4090	6055	0.6754748142031379
pcoE	COPPER	COPPER	Enterobacter kobei	STRESS	582	759	0.766798418972332
pcoE	COPPER	COPPER	Enterobacter ludwigii	STRESS	54	223	0.242152466367713
pcoE	COPPER	COPPER	Enterobacter mori	STRESS	8	44	0.18181818181818182
pcoE	COPPER	COPPER	Enterobacter roggenkampii	STRESS	313	509	0.6149312377210217
pcoE	COPPER	COPPER	Enterobacter sichuanensis	STRESS	25	61	0.4098360655737705
pcoE	COPPER	COPPER	Enterobacter soli	STRESS	4	23	0.17391304347826086
pcoE	COPPER	COPPER	Enterobacter sp013927005	STRESS	5	11	0.45454545454545453
pcoE	COPPER	COPPER	Enterobacter vonholyi	STRESS	4	18	0.2222222222222222
pcoE	COPPER	COPPER	Enterobacter_A timonensis	STRESS	1	3	0.3333333333333333
pcoE	COPPER	COPPER	Enterobacter_D kobei_A	STRESS	4	4	1
pcoE	COPPER	COPPER	Enterobacter_D sp001888805	STRESS	1	1	1
pcoR	COPPER	COPPER	Enterobacter asburiae	STRESS	30	53	0.5660377358490566
pcoR	COPPER	COPPER	Enterobacter asburiae_B	STRESS	169	228	0.7412280701754386
pcoR	COPPER	COPPER	Enterobacter asburiae_D	STRESS	4	15	0.26666666666666666
pcoR	COPPER	COPPER	Enterobacter asburiae_E	STRESS	4	4	1
pcoR	COPPER	COPPER	Enterobacter bugandensis	STRESS	56	230	0.24347826086956523
pcoR	COPPER	COPPER	Enterobacter chengduensis	STRESS	70	76	0.9210526315789473
pcoR	COPPER	COPPER	Enterobacter chuandaensis	STRESS	3	6	0.5
pcoR	COPPER	COPPER	Enterobacter cloacae	STRESS	253	457	0.5536105032822757
pcoR	COPPER	COPPER	Enterobacter cloacae_I	STRESS	34	39	0.8717948717948718
pcoR	COPPER	COPPER	Enterobacter cloacae_M	STRESS	379	407	0.9312039312039312
pcoR	COPPER	COPPER	Enterobacter cloacae_N	STRESS	1	6	0.16666666666666666
pcoR	COPPER	COPPER	Enterobacter cloacae_P	STRESS	6	9	0.6666666666666666
pcoR	COPPER	COPPER	Enterobacter dykesii	STRESS	1	7	0.14285714285714285
pcoR	COPPER	COPPER	Enterobacter hormaechei	STRESS	106	127	0.8346456692913385
pcoR	COPPER	COPPER	Enterobacter hormaechei_A	STRESS	4790	6055	0.7910817506193228
pcoR	COPPER	COPPER	Enterobacter kobei	STRESS	702	759	0.924901185770751
pcoR	COPPER	COPPER	Enterobacter ludwigii	STRESS	71	223	0.3183856502242152
pcoR	COPPER	COPPER	Enterobacter mori	STRESS	11	44	0.25
pcoR	COPPER	COPPER	Enterobacter quasihormaechei	STRESS	11	23	0.4782608695652174
pcoR	COPPER	COPPER	Enterobacter roggenkampii	STRESS	390	509	0.7662082514734774
pcoR	COPPER	COPPER	Enterobacter sichuanensis	STRESS	27	61	0.4426229508196721
pcoR	COPPER	COPPER	Enterobacter soli	STRESS	18	23	0.782608695652174
pcoR	COPPER	COPPER	Enterobacter sp013927005	STRESS	11	11	1
pcoR	COPPER	COPPER	Enterobacter vonholyi	STRESS	4	18	0.2222222222222222
pcoR	COPPER	COPPER	Enterobacter_A timonensis	STRESS	1	3	0.3333333333333333
pcoR	COPPER	COPPER	Enterobacter_D kobei_A	STRESS	4	4	1
pcoR	COPPER	COPPER	Enterobacter_D sp001888805	STRESS	1	1	1
pcoS	COPPER	COPPER	Enterobacter asburiae	STRESS	30	53	0.5660377358490566
pcoS	COPPER	COPPER	Enterobacter asburiae_B	STRESS	169	228	0.7412280701754386
pcoS	COPPER	COPPER	Enterobacter asburiae_D	STRESS	4	15	0.26666666666666666
pcoS	COPPER	COPPER	Enterobacter asburiae_E	STRESS	4	4	1
pcoS	COPPER	COPPER	Enterobacter bugandensis	STRESS	72	230	0.3130434782608696
pcoS	COPPER	COPPER	Enterobacter chengduensis	STRESS	67	76	0.881578947368421
pcoS	COPPER	COPPER	Enterobacter chuandaensis	STRESS	4	6	0.6666666666666666
pcoS	COPPER	COPPER	Enterobacter cloacae	STRESS	264	457	0.5776805251641138
pcoS	COPPER	COPPER	Enterobacter cloacae_I	STRESS	34	39	0.8717948717948718
pcoS	COPPER	COPPER	Enterobacter cloacae_L	STRESS	1	18	0.05555555555555555
pcoS	COPPER	COPPER	Enterobacter cloacae_M	STRESS	378	407	0.9287469287469288
pcoS	COPPER	COPPER	Enterobacter cloacae_N	STRESS	1	6	0.16666666666666666
pcoS	COPPER	COPPER	Enterobacter cloacae_P	STRESS	8	9	0.8888888888888888
pcoS	COPPER	COPPER	Enterobacter cloacae_Q	STRESS	1	1	1
pcoS	COPPER	COPPER	Enterobacter dykesii	STRESS	1	7	0.14285714285714285
pcoS	COPPER	COPPER	Enterobacter hormaechei	STRESS	106	127	0.8346456692913385
pcoS	COPPER	COPPER	Enterobacter hormaechei_A	STRESS	5001	6055	0.8259289843104872
pcoS	COPPER	COPPER	Enterobacter kobei	STRESS	702	759	0.924901185770751
pcoS	COPPER	COPPER	Enterobacter ludwigii	STRESS	76	223	0.34080717488789236
pcoS	COPPER	COPPER	Enterobacter mori	STRESS	13	44	0.29545454545454547
pcoS	COPPER	COPPER	Enterobacter quasihormaechei	STRESS	11	23	0.4782608695652174
pcoS	COPPER	COPPER	Enterobacter roggenkampii	STRESS	383	509	0.7524557956777996
pcoS	COPPER	COPPER	Enterobacter sichuanensis	STRESS	28	61	0.45901639344262296
pcoS	COPPER	COPPER	Enterobacter soli	STRESS	18	23	0.782608695652174
pcoS	COPPER	COPPER	Enterobacter sp013927005	STRESS	7	11	0.6363636363636364
pcoS	COPPER	COPPER	Enterobacter vonholyi	STRESS	3	18	0.16666666666666666
pcoS	COPPER	COPPER	Enterobacter_A timonensis	STRESS	3	3	1
pcoS	COPPER	COPPER	Enterobacter_D kobei_A	STRESS	4	4	1
pcoS	COPPER	COPPER	Enterobacter_D sp001888805	STRESS	1	1	1
psi-GI	NA	NA	Enterobacter asburiae	STRESS	12	53	0.22641509433962265
psi-GI	NA	NA	Enterobacter asburiae_B	STRESS	99	228	0.4342105263157895
psi-GI	NA	NA	Enterobacter chengduensis	STRESS	5	76	0.06578947368421052
psi-GI	NA	NA	Enterobacter cloacae	STRESS	9	457	0.019693654266958426
psi-GI	NA	NA	Enterobacter cloacae_I	STRESS	18	39	0.46153846153846156
psi-GI	NA	NA	Enterobacter cloacae_M	STRESS	232	407	0.5700245700245701
psi-GI	NA	NA	Enterobacter dykesii	STRESS	1	7	0.14285714285714285
psi-GI	NA	NA	Enterobacter hormaechei	STRESS	24	127	0.1889763779527559
psi-GI	NA	NA	Enterobacter hormaechei_A	STRESS	612	6055	0.10107349298100743
psi-GI	NA	NA	Enterobacter kobei	STRESS	268	759	0.3530961791831357
psi-GI	NA	NA	Enterobacter ludwigii	STRESS	38	223	0.17040358744394618
psi-GI	NA	NA	Enterobacter roggenkampii	STRESS	216	509	0.4243614931237721
psi-GI	NA	NA	Enterobacter sichuanensis	STRESS	14	61	0.22950819672131148
psi-GI	NA	NA	Enterobacter vonholyi	STRESS	1	18	0.05555555555555555
psi-GI	NA	NA	Enterobacter_D kobei_A	STRESS	4	4	1
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae	STRESS	6	53	0.11320754716981132
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_B	STRESS	27	228	0.11842105263157894
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_D	STRESS	1	15	0.06666666666666667
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_E	STRESS	1	4	0.25
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter bugandensis	STRESS	7	230	0.030434782608695653
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chengduensis	STRESS	13	76	0.17105263157894737
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	STRESS	38	457	0.08315098468271334
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_I	STRESS	3	39	0.07692307692307693
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_M	STRESS	77	407	0.1891891891891892
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_P	STRESS	1	9	0.1111111111111111
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei	STRESS	41	127	0.3228346456692913
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	STRESS	1447	6055	0.2389760528488852
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter kobei	STRESS	234	759	0.308300395256917
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter ludwigii	STRESS	19	223	0.08520179372197309
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter mori	STRESS	1	44	0.022727272727272728
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter quasihormaechei	STRESS	1	23	0.043478260869565216
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter roggenkampii	STRESS	60	509	0.11787819253438114
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter sichuanensis	STRESS	14	61	0.22950819672131148
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter soli	STRESS	9	23	0.391304347826087
qacE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter sp013927005	STRESS	2	11	0.18181818181818182
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae	STRESS	4	53	0.07547169811320754
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_B	STRESS	41	228	0.17982456140350878
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_D	STRESS	1	15	0.06666666666666667
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter bugandensis	STRESS	5	230	0.021739130434782608
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chengduensis	STRESS	36	76	0.47368421052631576
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chuandaensis	STRESS	2	6	0.3333333333333333
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	STRESS	68	457	0.1487964989059081
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_I	STRESS	13	39	0.3333333333333333
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_L	STRESS	1	18	0.05555555555555555
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_M	STRESS	110	407	0.2702702702702703
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_P	STRESS	6	9	0.6666666666666666
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei	STRESS	60	127	0.47244094488188976
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	STRESS	1769	6055	0.2921552436003303
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter kobei	STRESS	193	759	0.25428194993412384
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter ludwigii	STRESS	7	223	0.03139013452914798
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter mori	STRESS	3	44	0.06818181818181818
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter quasihormaechei	STRESS	5	23	0.21739130434782608
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter roggenkampii	STRESS	101	509	0.19842829076620824
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter sichuanensis	STRESS	24	61	0.39344262295081966
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter soli	STRESS	13	23	0.5652173913043478
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter sp013927005	STRESS	5	11	0.45454545454545453
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter vonholyi	STRESS	1	18	0.05555555555555555
qacEdelta1	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter_A timonensis	STRESS	1	3	0.3333333333333333
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae	STRESS	3	53	0.05660377358490566
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	STRESS	4	457	0.0087527352297593
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_M	STRESS	2	407	0.004914004914004914
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	STRESS	67	6055	0.01106523534269199
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter kobei	STRESS	5	759	0.006587615283267457
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter ludwigii	STRESS	3	223	0.013452914798206279
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter mori	STRESS	2	44	0.045454545454545456
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter roggenkampii	STRESS	1	509	0.0019646365422396855
qacF	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter soli	STRESS	1	23	0.043478260869565216
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae	STRESS	6	53	0.11320754716981132
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_B	STRESS	9	228	0.039473684210526314
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter asburiae_D	STRESS	1	15	0.06666666666666667
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter bugandensis	STRESS	8	230	0.034782608695652174
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chengduensis	STRESS	6	76	0.07894736842105263
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	STRESS	7	457	0.015317286652078774
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_M	STRESS	10	407	0.02457002457002457
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei	STRESS	11	127	0.08661417322834646
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	STRESS	514	6055	0.08488852188274154
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter kobei	STRESS	24	759	0.03162055335968379
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter mori	STRESS	2	44	0.045454545454545456
qacG2	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter roggenkampii	STRESS	5	509	0.009823182711198428
qacJ	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	STRESS	1	6055	1.6515276630883568e-4
qacK	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter roggenkampii	STRESS	1	509	0.0019646365422396855
qacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter chengduensis	STRESS	4	76	0.05263157894736842
qacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae	STRESS	17	457	0.037199124726477024
qacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter cloacae_M	STRESS	4	407	0.009828009828009828
qacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter hormaechei_A	STRESS	38	6055	0.006275805119735756
qacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter kobei	STRESS	1	759	0.0013175230566534915
qacL	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	Enterobacter soli	STRESS	2	23	0.08695652173913043
qepA1	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	2	457	0.00437636761487965
qepA1	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
qepA4	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
qnrA	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	2	6055	3.3030553261767135e-4
qnrA1	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	AMR	17	228	0.07456140350877193
qnrA1	QUINOLONE	QUINOLONE	Enterobacter asburiae_D	AMR	1	15	0.06666666666666667
qnrA1	QUINOLONE	QUINOLONE	Enterobacter asburiae_E	AMR	1	4	0.25
qnrA1	QUINOLONE	QUINOLONE	Enterobacter bugandensis	AMR	2	230	0.008695652173913044
qnrA1	QUINOLONE	QUINOLONE	Enterobacter chengduensis	AMR	8	76	0.10526315789473684
qnrA1	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	11	457	0.024070021881838075
qnrA1	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	AMR	1	39	0.02564102564102564
qnrA1	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	AMR	26	407	0.06388206388206388
qnrA1	QUINOLONE	QUINOLONE	Enterobacter cloacae_P	AMR	1	9	0.1111111111111111
qnrA1	QUINOLONE	QUINOLONE	Enterobacter hormaechei	AMR	17	127	0.13385826771653545
qnrA1	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	789	6055	0.13030553261767133
qnrA1	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	225	759	0.2964426877470356
qnrA1	QUINOLONE	QUINOLONE	Enterobacter ludwigii	AMR	19	223	0.08520179372197309
qnrA1	QUINOLONE	QUINOLONE	Enterobacter mori	AMR	1	44	0.022727272727272728
qnrA1	QUINOLONE	QUINOLONE	Enterobacter quasihormaechei	AMR	6	23	0.2608695652173913
qnrA1	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	AMR	56	509	0.1100196463654224
qnrA1	QUINOLONE	QUINOLONE	Enterobacter sichuanensis	AMR	13	61	0.21311475409836064
qnrA1	QUINOLONE	QUINOLONE	Enterobacter soli	AMR	9	23	0.391304347826087
qnrA3	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
qnrA6	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
qnrB	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	1	457	0.002188183807439825
qnrB	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	AMR	3	407	0.007371007371007371
qnrB	QUINOLONE	QUINOLONE	Enterobacter hormaechei	AMR	1	127	0.007874015748031496
qnrB	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	26	6055	0.0042939719240297275
qnrB	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	3	759	0.003952569169960474
qnrB	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	AMR	1	509	0.0019646365422396855
qnrB1	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	AMR	17	228	0.07456140350877193
qnrB1	QUINOLONE	QUINOLONE	Enterobacter asburiae_E	AMR	2	4	0.5
qnrB1	QUINOLONE	QUINOLONE	Enterobacter bugandensis	AMR	20	230	0.08695652173913043
qnrB1	QUINOLONE	QUINOLONE	Enterobacter chengduensis	AMR	35	76	0.4605263157894737
qnrB1	QUINOLONE	QUINOLONE	Enterobacter chuandaensis	AMR	1	6	0.16666666666666666
qnrB1	QUINOLONE	QUINOLONE	Enterobacter cloacae	AMR	72	457	0.1575492341356674
qnrB1	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	AMR	9	39	0.23076923076923078
qnrB1	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	AMR	15	407	0.036855036855036855
qnrB1	QUINOLONE	QUINOLONE	Enterobacter cloacae_Q	AMR	1	1	1
qnrB1	QUINOLONE	QUINOLONE	Enterobacter hormaechei	AMR	27	127	0.2125984251968504
qnrB1	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	1181	6055	0.19504541701073494
qnrB1	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	35	759	0.0461133069828722
qnrB1	QUINOLONE	QUINOLONE	Enterobacter ludwigii	AMR	3	223	0.013452914798206279
qnrB1	QUINOLONE	QUINOLONE	Enterobacter mori	AMR	2	44	0.045454545454545456
qnrB1	QUINOLONE	QUINOLONE	Enterobacter quasihormaechei	AMR	5	23	0.21739130434782608
qnrB1	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	AMR	21	509	0.0412573673870334
qnrB1	QUINOLONE	QUINOLONE	Enterobacter sichuanensis	AMR	3	61	0.04918032786885246
qnrB1	QUINOLONE	QUINOLONE	Enterobacter soli	AMR	1	23	0.043478260869565216
qnrB1	QUINOLONE	QUINOLONE	Enterobacter_A timonensis	AMR	2	3	0.6666666666666666
qnrB10	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	AMR	2	228	0.008771929824561403
qnrB10	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	1	6055	1.6515276630883568e-4
qnrB17	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	3	6055	4.95458298926507e-4
qnrB19	QUINOLONE	QUINOLONE	Enterobacter asburiae_B	AMR	3	228	0.013157894736842105
qnrB19	QUINOLONE	QUINOLONE	Enterobacter chengduensis	AMR	3	76	0.039473684210526314
qnrB19	QUINOLONE	QUINOLONE	Enterobacter cloacae_I	AMR	2	39	0.05128205128205128
qnrB19	QUINOLONE	QUINOLONE	Enterobacter cloacae_M	AMR	3	407	0.007371007371007371
qnrB19	QUINOLONE	QUINOLONE	Enterobacter hormaechei	AMR	5	127	0.03937007874015748
qnrB19	QUINOLONE	QUINOLONE	Enterobacter hormaechei_A	AMR	119	6055	0.019653179190751446
qnrB19	QUINOLONE	QUINOLONE	Enterobacter kobei	AMR	10	759	0.013175230566534914
qnrB19	QUINOLONE	QUINOLONE	Enterobacter roggenkampii	AMR	3	509	0.005893909626719057
qnrB19	QUINOLONE	QUINOLONE	Enterobacter sp013927005	AMR	1	11	0.09090909090909091
qnrB19	QUINOLONE	QUINOLONE	Enterobacter_A timonensis	AMR	1	3	0.3333333333333333
qnrB2	QUINOLONE	QUINOLONE	Enterobacter asburiae	AMR	6	53	0.11320754716981132
