ERS	Isolate	ERR	BioSample	BioProject	Sequecning Status	Year	CTZ	CTX	AMP	AMX	AMC	TZP	CXM	CET	GEN	TBM	TMP	CIP
ERS358236	11679_4#94	ERR435193	SAMEA2205725	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	S		S			S
ERS358237	11657_6#95	ERR434449	SAMEA2205726	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358238	11791_3#93	ERR439625	SAMEA2205727	PRJEB4681	Previously sequenced	2009	S	S		R	R	S	R		S			S
ERS358239	11679_5#93	ERR435288	SAMEA2205728	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	R		S			S
ERS358240	11679_6#94	ERR435385	SAMEA2205729	PRJEB4681	Previously sequenced	2011	R	R		R	R	S	R		R			R
ERS358241	11679_5#94	ERR435289	SAMEA2205730	PRJEB4681	Previously sequenced	2011	R	R		R	R	S	R		R			R
ERS358242	11657_5#96	ERR434354	SAMEA2205731	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358243	11679_7#92	ERR435479	SAMEA2205732	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358244	11791_3#94	ERR439626	SAMEA2205733	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358245	11679_4#95	ERR435194	SAMEA2205734	PRJEB4681	Previously sequenced	2011	R	R		R	R	S	R		R			R
ERS358246	11679_7#93	ERR435480	SAMEA2205735	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			R
ERS358247	11679_8#92	ERR435574	SAMEA2205736	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			R
ERS358248	11679_5#95	ERR435290	SAMEA2205737	PRJEB4681	Previously sequenced	2011	S	S		R	S	S	S		S			S
ERS358249	11679_8#93	ERR435575	SAMEA2205738	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358250	11657_7#92	ERR434542	SAMEA2205739	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358251	11679_7#94	ERR435481	SAMEA2205740	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358252	11679_8#94	ERR435576	SAMEA2205741	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	R		S			S
ERS358253	11657_6#96	ERR434450	SAMEA2205742	PRJEB4681	Previously sequenced	2010	S	S		R	S	S	R		R			S
ERS358254	11658_3#93	ERR434639	SAMEA2205743	PRJEB4681	Previously sequenced	2011	S	S		S	S	S	S		S			S
ERS358255	11658_3#94	ERR434640	SAMEA2205744	PRJEB4681	Previously sequenced	2011	R	R		R	R	S	R		R			R
ERS358256	11679_8#95	ERR435577	SAMEA2205745	PRJEB4681	Previously sequenced	2011	S	S		R	R	S	S		S			S
ERS358257	11679_6#95	ERR435386	SAMEA2205746	PRJEB4681	Previously sequenced	2011	S	R		R	R	S	R		S			R
ERS358258	11658_3#95	ERR434641	SAMEA2205747	PRJEB4681	Previously sequenced	2007	S	S		R	R	S	S		S			S
ERS358259	11791_3#95	ERR439627	SAMEA2205748	PRJEB4681	Previously sequenced	2001	S			R	R	R	R		I			S
ERS358260	11679_7#95	ERR435482	SAMEA2205749	PRJEB4681	Previously sequenced	2010	R	R		R	R	S	R		S			S
ERS358261	11679_4#96	ERR435195	SAMEA2205750	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS358262	11657_7#93	ERR434543	SAMEA2205751	PRJEB4681	Previously sequenced	2008	S	S		R	R	S	S		S			S
ERS358263	11679_5#96	ERR435291	SAMEA2205752	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS358264	11791_3#96	ERR439628	SAMEA2205753	PRJEB4681	Previously sequenced	2009	S	S		R	R	R	S		S			S
ERS358265	11679_7#96	ERR435483	SAMEA2205754	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358266	11657_7#94	ERR434544	SAMEA2205755	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			S
ERS358267	11658_3#96	ERR434642	SAMEA2205756	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358268	11679_6#96	ERR435387	SAMEA2205757	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358269	11657_7#95	ERR434545	SAMEA2205758	PRJEB4681	Previously sequenced	2009	S	S		R	S	S	S		S			R
ERS358270	11657_7#96	ERR434546	SAMEA2205759	PRJEB4681	Previously sequenced	2009	S	S		S	S	S	S		S			S
ERS358271	11679_8#96	ERR435578	SAMEA2205760	PRJEB4681	Previously sequenced	2008	S	S		R	R	R	S		S			S
ERS379216	12045_3#57	ERR485890	SAMEA2271749	PRJEB4681	Previously sequenced	2004	S	S		S	S	S	S		S			I
ERS379217	12045_3#58	ERR485891	SAMEA2271750	PRJEB4681	Previously sequenced	2002	S	S		R	R	S	R		S			S
ERS379218	12045_3#59	ERR485892	SAMEA2271751	PRJEB4681	Previously sequenced	2002	S	S		R	R	S	R		S			R
ERS379219	12045_3#60	ERR485893	SAMEA2271752	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS379220	12045_3#61	ERR485894	SAMEA2271753	PRJEB4681	Previously sequenced	2003	S	S		R	S	S	S		S			S
ERS379221	12045_3#62	ERR485895	SAMEA2271754	PRJEB4681	Previously sequenced	2008	S	S		R	S	S	S		S			S
ERS379222	12045_3#63	ERR485896	SAMEA2271755	PRJEB4681	Previously sequenced	2004	S	S		R	S	S	S		S			S
ERS379223	12045_3#64	ERR485897	SAMEA2271756	PRJEB4681	Previously sequenced	2004	S	S		R	R	S	S		S			S
ERS379224	12045_3#65	ERR485898	SAMEA2271757	PRJEB4681	Previously sequenced	2007	S	S		S	S	S	S		S			S
ERS379225	12045_3#66	ERR485899	SAMEA2271758	PRJEB4681	Previously sequenced	2002	S	S		R	R	S	S		S			S
ERS379226	12045_3#67	ERR485900	SAMEA2271759	PRJEB4681	Previously sequenced	2002	S	S		S	S	S	S		S			S
ERS838778	18090_6#33	ERR1218534	SAMEA3531629	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	S	S	R	I
ERS838795	18090_6#34	ERR1218535	SAMEA3531646	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	R
ERS838804	18090_6#35	ERR1218536	SAMEA3531655	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	S	R
ERS838810	18090_6#36	ERR1218537	SAMEA3531661	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	S
ERS838812	18090_6#37	ERR1218538	SAMEA3531663	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	I	S	R
ERS838816	18090_6#38	ERR1218539	SAMEA3531667	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	S	S	R	S
ERS838819	18090_6#39	ERR1218540	SAMEA3531670	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	R	R
ERS838833	18090_6#40	ERR1218541	SAMEA3531684	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	I	S	S	R
ERS838837	18090_6#41	ERR1218542	SAMEA3531688	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	R	R
ERS838844	18090_6#42	ERR1218543	SAMEA3531695	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	R
ERS838862	18090_6#43	ERR1218544	SAMEA3531713	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	R
ERS838866	18090_6#44	ERR1218545	SAMEA3531717	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	R
ERS838891	18090_6#45	ERR1218546	SAMEA3531742	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	R	R
ERS838899	18090_6#46	ERR1218547	SAMEA3531750	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	S
ERS838900	18090_6#47	ERR1218548	SAMEA3531751	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	S
ERS838904	18090_6#48	ERR1218549	SAMEA3531755	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	S	S	S
ERS838905	18090_6#49	ERR1218550	SAMEA3531756	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	S	S	S
ERS838906	18090_6#50	ERR1218551	SAMEA3531757	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	R	R	R	S
ERS838909	18090_6#51	ERR1218552	SAMEA3531760	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838911	18090_6#52	ERR1218553	SAMEA3531762	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	R
ERS838851	18090_6#53	ERR1218554	SAMEA3531702	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	S
ERS838887	18090_6#54	ERR1218555	SAMEA3531738	PRJEB11403	Previously sequenced	2015	R	R	R		R	I	R	R	R	R	R	R
ERS838922	18090_6#55	ERR1218556	SAMEA3531773	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838932	18090_6#56	ERR1218557	SAMEA3531783	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	S
ERS838948	18090_6#57	ERR1218558	SAMEA3531799	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	R	R
ERS838967	18090_6#58	ERR1218559	SAMEA3531818	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838979	18090_6#59	ERR1218560	SAMEA3531830	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838996	18090_6#60	ERR1218561	SAMEA3531847	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	S
ERS839004	18090_6#61	ERR1218562	SAMEA3531855	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	S
ERS839012	18090_6#62	ERR1218563	SAMEA3531863	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	S	R
ERS839018	18090_6#63	ERR1218564	SAMEA3531869	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	R
ERS838773	18090_6#80	ERR1218581	SAMEA3531624	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838774	18090_6#81	ERR1218582	SAMEA3531625	PRJEB11403	Previously sequenced	2014	I	R	R		S	S	R	R	S	S	R	R
ERS838775	18090_6#82	ERR1218583	SAMEA3531626	PRJEB11403	Previously sequenced	2014	R	R	R		R	S	R	R	R	R	R	I
ERS838776	18090_6#83	ERR1218584	SAMEA3531627	PRJEB11403	Previously sequenced	2014	R	R	R		S	S	R	R	S	R	S	S
ERS838777	18090_6#84	ERR1218585	SAMEA3531628	PRJEB11403	Previously sequenced	2014	I	R	R		S	S	R	R	R	R	R	R
ERS838779	18090_6#85	ERR1218586	SAMEA3531630	PRJEB11403	Previously sequenced	2014	R	R	R		R	R	R	R	S	R	R	R
ERS838780	18090_6#86	ERR1218587	SAMEA3531631	PRJEB11403	Previously sequenced	2014	R	R	R		R	S	R	R	R	R	R	S
ERS838781	18090_6#87	ERR1218588	SAMEA3531632	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	S	S	R	R
ERS838782	18090_6#88	ERR1218589	SAMEA3531633	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	R
ERS838783	18090_6#89	ERR1218590	SAMEA3531634	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838784	18090_6#90	ERR1218591	SAMEA3531635	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	S	S
ERS838785	18090_6#91	ERR1218592	SAMEA3531636	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	I	S	R
ERS838786	18090_6#92	ERR1218593	SAMEA3531637	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	I
ERS838787	18090_6#93	ERR1218594	SAMEA3531638	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	R
ERS838788	18090_6#94	ERR1218595	SAMEA3531639	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	R	I	R	S
ERS838791	18090_6#95	ERR1218596	SAMEA3531642	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	I
ERS838823	18090_7#10	ERR1218606	SAMEA3531674	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	S	R
ERS838825	18090_7#11	ERR1218607	SAMEA3531676	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	R	R	R	R
ERS838827	18090_7#12	ERR1218608	SAMEA3531678	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838829	18090_7#13	ERR1218609	SAMEA3531680	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	R	R
ERS838831	18090_7#14	ERR1218610	SAMEA3531682	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	R
ERS838835	18090_7#15	ERR1218611	SAMEA3531686	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838839	18090_7#16	ERR1218612	SAMEA3531690	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	R	R
ERS838841	18090_7#17	ERR1218613	SAMEA3531692	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	R
ERS838842	18090_7#18	ERR1218614	SAMEA3531693	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	R	S
ERS838846	18090_7#19	ERR1218615	SAMEA3531697	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	I	S	S
ERS838793	18090_7#1	ERR1218597	SAMEA3531644	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838848	18090_7#20	ERR1218616	SAMEA3531699	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	R
ERS838850	18090_7#21	ERR1218617	SAMEA3531701	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838853	18090_7#22	ERR1218618	SAMEA3531704	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	R
ERS838855	18090_7#23	ERR1218619	SAMEA3531706	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	S	I
ERS838858	18090_7#24	ERR1218620	SAMEA3531709	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	R
ERS838860	18090_7#25	ERR1218621	SAMEA3531711	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838864	18090_7#26	ERR1218622	SAMEA3531715	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	R
ERS838868	18090_7#27	ERR1218623	SAMEA3531719	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	R
ERS838870	18090_7#28	ERR1218624	SAMEA3531721	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	S
ERS838872	18090_7#29	ERR1218625	SAMEA3531723	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	R
ERS838797	18090_7#2	ERR1218598	SAMEA3531648	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	S	S	S	R
ERS838874	18090_7#30	ERR1218626	SAMEA3531725	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	R	R
ERS838876	18090_7#31	ERR1218627	SAMEA3531727	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	S	R
ERS838878	18090_7#32	ERR1218628	SAMEA3531729	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	S
ERS838880	18090_7#33	ERR1218629	SAMEA3531731	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838882	18090_7#34	ERR1218630	SAMEA3531733	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	S	R
ERS838884	18090_7#35	ERR1218631	SAMEA3531735	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	S	R	S
ERS838886	18090_7#36	ERR1218632	SAMEA3531737	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	R
ERS838888	18090_7#37	ERR1218633	SAMEA3531739	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	R
ERS838889	18090_7#38	ERR1218634	SAMEA3531740	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	R	R	R	R
ERS838890	18090_7#39	ERR1218635	SAMEA3531741	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838799	18090_7#3	ERR1218599	SAMEA3531650	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	R
ERS838892	18090_7#40	ERR1218636	SAMEA3531743	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	R	R	S	R
ERS838893	18090_7#41	ERR1218637	SAMEA3531744	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	R	R
ERS838895	18090_7#43	ERR1218639	SAMEA3531746	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	S
ERS838896	18090_7#44	ERR1218640	SAMEA3531747	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	S
ERS838897	18090_7#45	ERR1218641	SAMEA3531748	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	S	S
ERS838898	18090_7#46	ERR1218642	SAMEA3531749	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	S
ERS838901	18090_7#47	ERR1218643	SAMEA3531752	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	S	I
ERS838902	18090_7#48	ERR1218644	SAMEA3531753	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	S	S	R	R
ERS838903	18090_7#49	ERR1218645	SAMEA3531754	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	S	S	R	R
ERS838801	18090_7#4	ERR1218600	SAMEA3531652	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	S	R	R	R
ERS838907	18090_7#50	ERR1218646	SAMEA3531758	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838908	18090_7#51	ERR1218647	SAMEA3531759	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838910	18090_7#52	ERR1218648	SAMEA3531761	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	S	S
ERS838912	18090_7#53	ERR1218649	SAMEA3531763	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	I	R	I
ERS838913	18090_7#54	ERR1218650	SAMEA3531764	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	I	R	R
ERS838914	18090_7#55	ERR1218651	SAMEA3531765	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	R
ERS838915	18090_7#56	ERR1218652	SAMEA3531766	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	S
ERS838916	18090_7#57	ERR1218653	SAMEA3531767	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	S	S	R	S
ERS838917	18090_7#58	ERR1218654	SAMEA3531768	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	R
ERS838918	18090_7#59	ERR1218655	SAMEA3531769	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838805	18090_7#5	ERR1218601	SAMEA3531656	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	S	R
ERS838789	18090_7#60	ERR1218656	SAMEA3531640	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	S
ERS838792	18090_7#62	ERR1218658	SAMEA3531643	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	R	I
ERS838794	18090_7#63	ERR1218659	SAMEA3531645	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	R	S
ERS838796	18090_7#64	ERR1218660	SAMEA3531647	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	S	S	R	S
ERS838798	18090_7#65	ERR1218661	SAMEA3531649	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	R	R	R	R
ERS838800	18090_7#66	ERR1218662	SAMEA3531651	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	R	R
ERS838802	18090_7#67	ERR1218663	SAMEA3531653	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	S	R
ERS838803	18090_7#68	ERR1218664	SAMEA3531654	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	S
ERS838806	18090_7#69	ERR1218665	SAMEA3531657	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	S
ERS838808	18090_7#6	ERR1218602	SAMEA3531659	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	R
ERS838807	18090_7#70	ERR1218666	SAMEA3531658	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	S
ERS838809	18090_7#71	ERR1218667	SAMEA3531660	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	S
ERS838811	18090_7#72	ERR1218668	SAMEA3531662	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	I
ERS838813	18090_7#73	ERR1218669	SAMEA3531664	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	S
ERS838815	18090_7#74	ERR1218670	SAMEA3531666	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	S
ERS838817	18090_7#75	ERR1218671	SAMEA3531668	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	S
ERS838820	18090_7#76	ERR1218672	SAMEA3531671	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	S
ERS838822	18090_7#77	ERR1218673	SAMEA3531673	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	S
ERS838824	18090_7#78	ERR1218674	SAMEA3531675	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	S
ERS838826	18090_7#79	ERR1218675	SAMEA3531677	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	S	S	S	R
ERS838814	18090_7#7	ERR1218603	SAMEA3531665	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	R	R
ERS838828	18090_7#80	ERR1218676	SAMEA3531679	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	S
ERS838830	18090_7#81	ERR1218677	SAMEA3531681	PRJEB11403	Previously sequenced	2015	I	R	R		R	S	R	R	S	S	S	R
ERS838832	18090_7#82	ERR1218678	SAMEA3531683	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	S
ERS838834	18090_7#83	ERR1218679	SAMEA3531685	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	S
ERS838836	18090_7#84	ERR1218680	SAMEA3531687	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	S
ERS838838	18090_7#85	ERR1218681	SAMEA3531689	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	S	S
ERS838840	18090_7#86	ERR1218682	SAMEA3531691	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	R	R
ERS838843	18090_7#87	ERR1218683	SAMEA3531694	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	S
ERS838845	18090_7#88	ERR1218684	SAMEA3531696	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	R
ERS838847	18090_7#89	ERR1218685	SAMEA3531698	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	S	S
ERS838818	18090_7#8	ERR1218604	SAMEA3531669	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	R
ERS838849	18090_7#90	ERR1218686	SAMEA3531700	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	R	R	S	S
ERS838852	18090_7#91	ERR1218687	SAMEA3531703	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	S	S
ERS838854	18090_7#92	ERR1218688	SAMEA3531705	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	I	S	I
ERS838856	18090_7#93	ERR1218689	SAMEA3531707	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	S	S	R	R
ERS838857	18090_7#94	ERR1218690	SAMEA3531708	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	R	R
ERS838821	18090_7#9	ERR1218605	SAMEA3531672	PRJEB11403	Previously sequenced	2015	R	R	R		R	S	R	R	R	R	R	R
ERS838877	18090_8#10	ERR1218700	SAMEA3531728	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	S	R
ERS838879	18090_8#11	ERR1218701	SAMEA3531730	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838881	18090_8#12	ERR1218702	SAMEA3531732	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	I	R	S
ERS838883	18090_8#13	ERR1218703	SAMEA3531734	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	S
ERS838885	18090_8#14	ERR1218704	SAMEA3531736	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	S	S
ERS838920	18090_8#15	ERR1218705	SAMEA3531771	PRJEB11403	Previously sequenced	2015	R	R	R		R	R	R	R	R	R	R	R
ERS838924	18090_8#16	ERR1218706	SAMEA3531775	PRJEB11403	Previously sequenced	2015	I	R	R		S	S	R	R	S	S	S	S
ERS838925	18090_8#17	ERR1218707	SAMEA3531776	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838930	18090_8#18	ERR1218708	SAMEA3531781	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838942	18090_8#19	ERR1218709	SAMEA3531793	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	S
ERS838859	18090_8#1	ERR1218691	SAMEA3531710	PRJEB11403	Previously sequenced	2015	I	R	R		R	R	R	R	I	R	R	R
ERS838946	18090_8#20	ERR1218710	SAMEA3531797	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	R	I
ERS838954	18090_8#21	ERR1218711	SAMEA3531805	PRJEB11403	Previously sequenced	2015	S	R	R		R	S	R	R	R	R	R	S
ERS838970	18090_8#22	ERR1218712	SAMEA3531821	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838973	18090_8#23	ERR1218713	SAMEA3531824	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838982	18090_8#24	ERR1218714	SAMEA3531833	PRJEB11403	Previously sequenced	2015	R	R	R		S	S	R	R	R	R	R	R
ERS838984	18090_8#25	ERR1218715	SAMEA3531835	PRJEB11403	Previously sequenced	2015	S	R	R		S	S	R	R	R	R	S	R
